v,77
-0.5605639815330505,0.7978453636169434,0.221716970205307
-0.015442365780472755,0.9749748110771179,0.221716970205307
0.5855586528778076,0.7796868681907654,0.221716970205307
0.6881618499755859,-0.4999847412109375,0.5257118344306946
-0.2628559172153473,-0.808984637260437,0.5257118344306946
-0.8506424427032471,0.0,0.5257118344306946
-0.2628559172153473,0.808984637260437,0.5257118344306946
0.6881618499755859,0.4999847412109375,0.5257118344306946
0.5257118344306946,0.0,0.8506424427032471
0.16245003044605255,-0.4999847412109375,0.8506424427032471
-0.42530596256256104,-0.3089998960494995,0.8506424427032471
-0.42530596256256104,0.3089998960494995,0.8506424427032471
0.16245003044605255,0.4999847412109375,0.8506424427032471
0.0,0.0,1.0
0.8944059610366821,0.0,0.44718772172927856
0.2763756215572357,0.8506424427032471,0.44721823930740356
-0.7235938310623169,0.5257118344306946,0.44718772172927856
-0.7235938310623169,-0.5257118344306946,0.44718772172927856
0.2763756215572357,-0.8506424427032471,0.44721823930740356
d,116,1.0,0.0,0.0
7,8,17
1,2,22
8,9,16
2,3,21
9,10,14
3,4,20
10,11,13
4,5,19
11,0,24
5,6,18
6,7,17
0,1,23
21,20,12
15,14,12
22,21,12
16,15,12
23,22,12
17,16,12
24,23,12
18,17,12
19,18,12
13,24,12
20,19,12
14,13,12
8,16,17
23,1,22
9,15,16
22,2,21
15,9,14
21,3,20
14,10,13
20,4,19
13,11,24
19,5,18
18,6,17
24,0,23
26,25,46
28,27,50
30,29,49
32,31,48
34,33,47
26,46,35
27,26,35
27,35,50
28,50,36
29,28,36
29,36,49
30,49,37
31,30,37
31,37,48
32,48,38
33,32,38
33,38,47
34,47,39
25,34,39
25,39,46
35,46,40
41,35,40
41,40,45
36,50,41
42,36,41
42,41,45
37,49,42
43,37,42
43,42,45
38,48,43
44,38,43
44,43,45
39,47,44
40,39,44
40,44,45
46,39,40
47,38,44
48,37,43
49,36,42
50,35,41
52,51,72
54,53,76
56,55,75
58,57,74
60,59,73
52,72,61
53,52,61
53,61,76
54,76,62
55,54,62
55,62,75
56,75,63
57,56,63
57,63,74
58,74,64
59,58,64
59,64,73
60,73,65
51,60,65
51,65,72
61,72,66
67,61,66
67,66,71
62,76,67
68,62,67
68,67,71
63,75,68
69,63,68
69,68,71
64,74,69
70,64,69
70,69,71
65,73,70
66,65,70
66,70,71
72,65,66
73,64,70
74,63,69
75,62,68
76,61,67
c,348
255,178,0
255,0,0
255,163,0
255,0,243
255,0,166
255,0,177
255,0,0
255,0,9
255,0,0
255,0,166
255,0,0
255,0,2
255,0,9
255,0,239
255,0,241
255,0,0
255,0,0
255,0,0
255,0,239
255,0,243
255,0,243
255,0,0
255,188,0
255,181,0
255,0,243
255,0,243
255,0,243
255,188,0
255,189,0
255,189,0
255,189,0
255,178,0
255,163,0
255,0,243
255,0,243
255,0,243
255,0,2
255,0,0
255,0,126
255,0,21
255,0,241
255,0,126
255,0,177
255,0,2
255,0,126
255,0,0
255,0,21
255,0,126
255,0,243
255,0,177
255,0,126
255,163,0
255,0,0
255,0,126
255,0,243
255,0,243
255,0,126
255,189,0
255,163,0
255,0,126
255,181,0
255,189,0
255,0,126
255,0,243
255,0,243
255,0,126
255,0,0
255,181,0
255,0,126
255,0,241
255,0,243
255,0,126
255,0,0
255,0,0
255,163,0
255,0,243
255,0,243
255,0,177
255,0,9
255,0,21
255,0,0
255,0,177
255,0,166
255,0,2
255,0,21
255,0,9
255,0,241
255,0,2
255,0,0
255,0,0
255,0,241
255,0,239
255,0,243
255,0,0
255,0,0
255,181,0
255,0,243
255,0,243
255,0,243
255,181,0
255,188,0
255,189,0
255,189,0
255,189,0
255,163,0
255,0,243
255,0,243
255,0,243
0,81,149
0,137,253
0,138,254
0,81,149
0,81,149
0,81,149
0,81,149
15,89,152
0,81,149
189,212,254
0,81,149
0,117,217
189,212,254
189,212,254
189,212,254
0,81,149
0,138,254
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
14,90,153
0,81,149
0,81,149
15,89,152
14,90,153
0,81,149
15,89,152
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,117,217
189,212,254
0,117,217
189,212,254
189,212,254
189,212,254
189,212,254
189,212,254
189,212,254
189,212,254
189,212,254
189,212,254
0,138,254
0,137,253
189,212,254
0,138,254
0,137,253
0,138,254
0,138,254
0,81,149
0,138,254
0,138,254
0,81,149
0,81,149
0,138,254
0,81,149
0,138,254
0,138,254
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,138,254
0,81,149
0,81,149
0,81,149
0,138,254
0,81,149
0,81,149
0,138,254
0,81,149
0,138,254
189,212,254
0,117,217
0,138,254
0,138,254
189,212,254
0,138,254
0,138,254
0,138,254
0,138,254
0,138,254
189,212,254
0,138,254
0,138,254
0,138,254
0,138,254
0,138,254
0,138,254
0,138,254
0,138,254
0,138,254
0,138,254
189,212,254
189,212,254
0,138,254
0,117,217
0,81,149
0,138,254
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,137,253
0,138,254
0,81,149
0,81,149
0,81,149
0,81,149
15,89,152
0,81,149
189,212,254
0,81,149
0,117,217
189,212,254
189,212,254
189,212,254
0,81,149
0,138,254
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
14,90,153
0,81,149
0,81,149
15,89,152
14,90,153
0,81,149
15,89,152
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,117,217
189,212,254
0,117,217
189,212,254
189,212,254
189,212,254
189,212,254
189,212,254
189,212,254
189,212,254
189,212,254
189,212,254
0,138,254
0,137,253
189,212,254
0,138,254
0,137,253
0,138,254
0,138,254
0,81,149
0,138,254
0,138,254
0,81,149
0,81,149
0,138,254
0,81,149
0,138,254
0,138,254
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,138,254
0,81,149
0,81,149
0,81,149
0,138,254
0,81,149
0,81,149
0,138,254
0,81,149
0,138,254
189,212,254
0,117,217
0,138,254
0,138,254
189,212,254
0,138,254
0,138,254
0,138,254
0,138,254
0,138,254
189,212,254
0,138,254
0,138,254
0,138,254
0,138,254
0,138,254
0,138,254
0,138,254
0,138,254
0,138,254
0,138,254
189,212,254
189,212,254
0,138,254
0,117,217
0,81,149
0,138,254
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
0,81,149
